department,commodity_desc,quarter_like_period,sales,households,baskets
CHEF SHOPPE,UNKNOWN,7.0,451.78,87,136
GROCERY,DISHWASH DETERGENTS,7.0,2561.85,550,825
GROCERY,MEAT - SHELF STABLE,7.0,7500.129999999998,931,1971
DRUG GM,NEWSPAPER,7.0,980.8500000000001,250,753
GROCERY,HOT CEREAL,7.0,2889.2599999999957,578,921
MEAT-PCKGD,MISCELLANEOUS,7.0,753.74,213,272
MISC SALES TRAN,COUPON/MISC ITEMS,7.0,19251.719999999987,388,848
DELI,DELI MEATS,7.0,14767.799999999972,813,2342
FLORAL,FLORAL-FOLIAGE PLANTS,7.0,256.09999999999997,25,25
DRUG GM,HOSIERY/SOCKS,7.0,781.6200000000001,113,149
KIOSK-GAS,FUEL,7.0,5312.34,130,335
GROCERY,HOUSEHOLD CLEANG NEEDS,7.0,5737.130000000009,616,1039
GROCERY,FLOUR & MEALS,7.0,1011.2900000000009,402,561
DRUG GM,HAIR CARE PRODUCTS,7.0,6560.430000000006,635,1115
DRUG GM,LONG DISTANCE CALLING CARDS,7.0,130.67999999999998,7,9
DRUG GM,HOME FURNISHINGS,7.0,255.29,6,7
DRUG GM,ANTACIDS,7.0,1736.900000000001,178,250
PASTRY,SWEET GOODS & SNACKS,7.0,737.2000000000004,148,216
DRUG GM,FALL AND WINTER SEASONAL,7.0,460.32000000000016,46,51
DRUG GM,TICKETS,7.0,1863.4499999999991,97,123
DRUG GM,SPRING/SUMMER SEASONAL,7.0,877.2500000000002,194,224
NUTRITION,BABYFOOD,7.0,70.75000000000003,7,17
DRUG GM,FD WRAPS/BAGS/TRSH BG,7.0,8.79,2,2
GROCERY,FROZEN CHICKEN,7.0,696.6200000000001,61,83
SEAFOOD,MEAT SUPPLIES,7.0,38.67,5,5
NUTRITION,ORGANICS FRUIT & VEGETABLES,7.0,5.98,2,2
DELI/SNACK BAR,DELI SUPPLIES,7.0,11.14,4,4
GROCERY,FRZN SEAFOOD,3.0,21.96,5,5
RX,PHARMACY,3.0,9.99,1,1
DRUG GM,CONTINUITIES,7.0,49.900000000000006,9,10
TRAVEL & LEISUR,TROPICAL FRUIT,4.0,1.99,1,1
ELECT &PLUMBING,COUPON,6.0,1.0,1,1
PRODUCE,SEASONAL,6.0,19.96,2,2
MEAT,VEAL,6.0,2.49,1,1
DRUG GM,FD WRAPS/BAGS/TRSH BG,5.0,11.370000000000001,2,2
GROCERY,FD WRAPS/BAGS/TRSH BG,8.0,5472.230000000007,802,1377
DELI,DELI MEATS,8.0,12579.059999999989,792,1979
GROCERY,HOUSEHOLD CLEANG NEEDS,8.0,4884.2600000000075,553,865
PRODUCE,TOMATOES,8.0,5394.660000000005,797,1748
GROCERY,FROZEN PIZZA,8.0,18834.8699999999,1118,2896
DRUG GM,CANDY - PACKAGED,8.0,10250.659999999889,1142,2919
GROCERY,DISHWASH DETERGENTS,8.0,2432.510000000001,537,799
GROCERY,BAG SNACKS,8.0,18691.989999999976,1521,5162
NUTRITION,BABYFOOD,8.0,147.18999999999994,9,25
DRUG GM,NEWSPAPER,8.0,640.9500000000006,234,630
GROCERY,COOKIES/CONES,8.0,6704.550000000005,929,1937
GROCERY,MEAT - SHELF STABLE,8.0,6786.109999999995,867,1752
GROCERY,BAKING MIXES,8.0,3757.1900000000046,754,1372
GROCERY,HOT CEREAL,8.0,2646.310000000004,533,849
DRUG GM,FALL AND WINTER SEASONAL,8.0,751.2700000000002,85,93
GROCERY,FROZEN CHICKEN,8.0,1640.9900000000011,144,189
GROCERY,REFRGRATD DOUGH PRODUCTS,8.0,5708.190000000017,891,1844
MEAT-PCKGD,MISCELLANEOUS,8.0,878.5600000000003,236,321
GROCERY,MARGARINES,8.0,2921.7300000000014,904,1614
PASTRY,COOKIES,8.0,1675.4300000000003,294,423
MISC SALES TRAN,COUPON/MISC ITEMS,8.0,16017.529999999986,376,700
DRUG GM,HAIR CARE PRODUCTS,8.0,5639.360000000002,580,959
PASTRY,SWEET GOODS & SNACKS,8.0,435.6399999999999,127,155
DRUG GM,TICKETS,8.0,870.1900000000003,72,83
KIOSK-GAS,FUEL,8.0,4140.59,98,260
DRUG GM,SPRING/SUMMER SEASONAL,8.0,380.59000000000015,100,108
CHEF SHOPPE,UNKNOWN,8.0,489.5400000000001,94,141
GROCERY,FLOUR & MEALS,8.0,669.9300000000005,294,366
DRUG GM,ANTACIDS,8.0,1767.050000000001,195,251
DRUG GM,HOSIERY/SOCKS,8.0,473.92999999999995,77,89
DRUG GM,ADULT INCONTINENCE,8.0,605.33,40,67
DRUG GM,HOME FURNISHINGS,8.0,496.89000000000004,21,25
SEAFOOD,MEAT SUPPLIES,8.0,3.91,1,1
FLORAL,FLORAL-FOLIAGE PLANTS,8.0,216.25,22,23
DRUG GM,LONG DISTANCE CALLING CARDS,8.0,115.18999999999998,4,8
NUTRITION,ORGANICS FRUIT & VEGETABLES,8.0,5.98,2,2
COSMETICS,COUPON/MISC ITEMS,2.0,15.190000000000001,2,2
DRUG GM,CONTINUITIES,8.0,29.359999999999992,9,11
DRUG GM,FD WRAPS/BAGS/TRSH BG,8.0,8.29,3,3
DELI/SNACK BAR,DELI SUPPLIES,8.0,6.98,2,2
MEAT,BEEF,1.0,17814.509999999995,824,1941
MEAT-PCKGD,BACON,1.0,2452.899999999995,361,550
PRODUCE,TROPICAL FRUIT,1.0,2137.360000000002,741,1720
DRUG GM,COLD AND FLU,1.0,828.0200000000009,125,162
MEAT-PCKGD,MEAT - MISC,1.0,3851.949999999962,329,480
MEAT-PCKGD,FROZEN MEAT,1.0,2169.9400000000014,293,393
PRODUCE,BROCCOLI/CAULIFLOWER,1.0,460.25999999999993,149,204
GROCERY,FRZN JCE CONC/DRNKS,1.0,219.30999999999992,59,85
GROCERY,COFFEE,1.0,2884.77999999999,339,537
GROCERY,DOG FOODS,1.0,2312.9899999999966,172,309
GROCERY,FRZN VEGETABLE/VEG DSH,1.0,1544.820000000003,314,480
PRODUCE,CITRUS,1.0,1005.3300000000007,304,479
PRODUCE,ORGANICS FRUIT & VEGETABLES,1.0,690.3600000000014,147,204
DRUG GM,HAIR CARE ACCESSORIES,1.0,210.52000000000007,56,61
DRUG GM,IN-STORE PHOTOFINISHING,1.0,445.47,24,38
GROCERY,FROZEN PIE/DESSERTS,1.0,716.3900000000017,192,260
GROCERY,LAUNDRY DETERGENTS,1.0,2788.0599999999936,314,431
DELI,SNACKS,1.0,163.4,42,54
DRUG GM,CHARCOAL AND LIGHTER FLUID,1.0,730.6500000000012,114,141
DRUG GM,STATIONERY & SCHOOL SUPPLIES,1.0,673.1700000000009,132,168
GROCERY,SNACK NUTS,1.0,823.93,170,230
DRUG GM,LAXATIVES,1.0,488.65000000000026,51,73
MEAT,TURKEY,1.0,481.3100000000001,75,105
DRUG GM,TOBACCO OTHER,1.0,177.72000000000003,43,51
DRUG GM,OVERNIGHT PHOTOFINISHING,1.0,99.13999999999997,9,11
DRUG GM,HARDWARE SUPPLIES,1.0,276.7400000000001,46,55
GROCERY,SYRUPS/TOPPINGS,1.0,184.46999999999989,61,70
SEAFOOD-PCKGD,SEAFOOD-FRESH,1.0,210.58000000000007,38,49
GROCERY,IMPORTED WINE,1.0,1394.5000000000011,51,106
DRUG GM,HAND/BODY/FACIAL PRODUCTS,1.0,1044.8700000000008,123,151
DELI,DELI SPECIALTIES (RETAIL PK),1.0,132.68,30,32
GROCERY,MISC WINE,1.0,511.18000000000046,61,71
GROCERY,FRZN FRUITS,1.0,249.73000000000008,34,48
DRUG GM,DISPOSIBLE FOILWARE,1.0,130.31,41,42
DRUG GM,AUTOMOTIVE PRODUCTS,1.0,288.2000000000001,57,66
GROCERY,FROZEN PIZZA,2.0,19142.769999999895,1128,3072
GROCERY,BAG SNACKS,2.0,18964.739999999998,1600,5613
DELI,DELI MEATS,2.0,14764.499999999958,844,2396
DRUG GM,FALL AND WINTER SEASONAL,2.0,42.269999999999996,12,21
MISC SALES TRAN,COUPON/MISC ITEMS,2.0,13683.269999999993,415,789
DRUG GM,HAIR CARE PRODUCTS,2.0,5658.830000000002,639,1060
GROCERY,COOKIES/CONES,2.0,7790.790000000007,1098,2568
PRODUCE,TOMATOES,2.0,4489.580000000003,893,2054
PASTRY,COOKIES,2.0,2081.4100000000008,388,571
GROCERY,MARGARINES,2.0,2786.710000000002,960,1749
CHEF SHOPPE,UNKNOWN,2.0,72.09,16,20
DRUG GM,CANDY - PACKAGED,2.0,7288.379999999981,1007,2490
GROCERY,FD WRAPS/BAGS/TRSH BG,2.0,4837.740000000012,796,1365
DRUG GM,NEWSPAPER,2.0,732.19,272,603
GROCERY,REFRGRATD DOUGH PRODUCTS,2.0,4722.860000000016,775,1537
GROCERY,BAKING MIXES,2.0,3617.4700000000075,726,1314
GROCERY,MEAT - SHELF STABLE,2.0,7038.229999999992,852,1799
GROCERY,HOUSEHOLD CLEANG NEEDS,2.0,5409.200000000015,598,1019
PASTRY,SWEET GOODS & SNACKS,2.0,826.9400000000005,162,236
GROCERY,HOT CEREAL,2.0,1603.4900000000005,367,540
DRUG GM,SPRING/SUMMER SEASONAL,2.0,2313.8200000000015,298,393
FLORAL,FLORAL-FOLIAGE PLANTS,2.0,548.46,46,54
DRUG GM,ADULT INCONTINENCE,2.0,441.29,28,52
GROCERY,DISHWASH DETERGENTS,2.0,2353.9500000000016,554,817
DRUG GM,TICKETS,2.0,1175.7099999999998,80,96
MEAT-PCKGD,MISCELLANEOUS,2.0,712.7500000000003,187,258
DRUG GM,ANTACIDS,2.0,1191.9800000000005,151,196
GROCERY,FLOUR & MEALS,2.0,729.8300000000002,295,376
KIOSK-GAS,FUEL,2.0,1993.1599999999999,64,138
DRUG GM,HOME FURNISHINGS,2.0,270.14,19,21
DRUG GM,HOSIERY/SOCKS,2.0,373.69999999999993,58,70
NUTRITION,BABYFOOD,2.0,44.55,7,14
VIDEO RENTAL,UNKNOWN,2.0,13.47,2,2
DRUG GM,CONTINUITIES,2.0,434.57000000000016,45,66
GROCERY,FROZEN CHICKEN,2.0,98.89000000000001,9,11
DRUG GM,LONG DISTANCE CALLING CARDS,2.0,17.89,2,2
SEAFOOD,MEAT SUPPLIES,2.0,14.28,3,3
PRODUCE,TROPICAL FRUIT,6.0,5920.2200000000075,1293,4710
MEAT-PCKGD,BACON,6.0,6778.959999999998,752,1616
DRUG GM,HAND/BODY/FACIAL PRODUCTS,6.0,2687.370000000002,275,390
MEAT,BEEF,6.0,44938.92999999996,1455,5193
PRODUCE,ORGANICS FRUIT & VEGETABLES,6.0,3118.830000000004,510,929
DELI,SNACKS,6.0,533.8000000000001,99,151
MEAT-PCKGD,MEAT - MISC,6.0,10495.349999999928,718,1340
DRUG GM,STATIONERY & SCHOOL SUPPLIES,6.0,3112.2800000000034,473,736
PRODUCE,CITRUS,6.0,2241.850000000003,568,1080
GROCERY,IMPORTED WINE,6.0,2595.0800000000013,109,212
GROCERY,FRZN FRUITS,6.0,554.75,71,106
GROCERY,DOG FOODS,6.0,6829.550000000003,413,977
MEAT-PCKGD,FROZEN MEAT,6.0,6770.219999999996,590,1110
GROCERY,FRZN VEGETABLE/VEG DSH,6.0,5623.030000000006,763,1597
GROCERY,COFFEE,6.0,8582.039999999975,665,1500
DRUG GM,CHARCOAL AND LIGHTER FLUID,6.0,1703.8300000000017,223,324
DRUG GM,LAXATIVES,6.0,1348.1400000000006,125,203
GROCERY,SNACK NUTS,6.0,2247.1300000000024,356,627
GROCERY,FROZEN PIE/DESSERTS,6.0,2385.160000000002,470,808
GROCERY,LAUNDRY DETERGENTS,6.0,7577.709999999982,648,1158
DRUG GM,COLD AND FLU,6.0,1964.2100000000005,263,364
GROCERY,MISC WINE,6.0,1093.8000000000004,117,155
GROCERY,FRZN JCE CONC/DRNKS,6.0,816.7199999999996,150,267
DRUG GM,HARDWARE SUPPLIES,6.0,731.0800000000002,140,157
DRUG GM,DISPOSIBLE FOILWARE,6.0,400.13999999999993,96,108
PRODUCE,BROCCOLI/CAULIFLOWER,6.0,1367.3000000000025,339,601
DRUG GM,HAIR CARE ACCESSORIES,6.0,646.3200000000003,149,174
MEAT,TURKEY,6.0,1268.160000000001,156,258
DRUG GM,TOBACCO OTHER,6.0,521.0899999999998,108,146
DRUG GM,AUTOMOTIVE PRODUCTS,6.0,374.46,84,97
GROCERY,SYRUPS/TOPPINGS,6.0,418.2599999999999,134,161
SEAFOOD-PCKGD,SEAFOOD-FRESH,6.0,470.35,80,115
DRUG GM,CHRISTMAS  SEASONAL,6.0,55.980000000000004,30,32
DRUG GM,IN-STORE PHOTOFINISHING,6.0,1456.8400000000004,91,129
DELI,DELI SPECIALTIES (RETAIL PK),6.0,132.91000000000003,40,49
GROCERY,RESTRICTED DIET,6.0,27.119999999999997,5,8
GROCERY,BIRD SEED,6.0,221.00999999999996,27,49
DRUG GM,PERSONAL CARE APPLIANCES,6.0,233.36999999999998,14,16
PHARMACY SUPPLY,COUPON/MISC ITEMS,6.0,16.92,4,6
DRUG GM,OVERNIGHT PHOTOFINISHING,6.0,437.3,21,23
AUTOMOTIVE,COUPON,6.0,31.18,5,5
MEAT,RW FRESH PROCESSED MEAT,6.0,6.720000000000001,2,2
GROCERY,REFRGRATD DOUGH PRODUCTS,3.0,7586.670000000038,986,2399
DELI,DELI MEATS,3.0,13690.239999999976,821,2300
GROCERY,BAG SNACKS,3.0,18561.089999999887,1494,5379
GROCERY,MEAT - SHELF STABLE,3.0,7243.159999999983,885,1908
GROCERY,FROZEN PIZZA,3.0,20389.679999999902,1158,3255
DRUG GM,CANDY - PACKAGED,3.0,12585.95999999989,1186,3184
GROCERY,HOT CEREAL,3.0,2528.9199999999996,531,862
MISC SALES TRAN,COUPON/MISC ITEMS,3.0,15235.89999999999,406,851
GROCERY,MARGARINES,3.0,3264.130000000002,1001,1995
GROCERY,COOKIES/CONES,3.0,7299.239999999998,988,2288
GROCERY,FD WRAPS/BAGS/TRSH BG,3.0,5710.030000000004,873,1606
GROCERY,HOUSEHOLD CLEANG NEEDS,3.0,5555.640000000012,625,1098
FLORAL,FLORAL-FOLIAGE PLANTS,3.0,310.65999999999997,32,35
PASTRY,COOKIES,3.0,2169.1400000000012,334,476
PRODUCE,TOMATOES,3.0,4585.940000000008,746,1703
DRUG GM,HAIR CARE PRODUCTS,3.0,5831.970000000001,610,1050
GROCERY,BAKING MIXES,3.0,4947.720000000007,883,1789
PASTRY,SWEET GOODS & SNACKS,3.0,850.1500000000005,137,241
MEAT-PCKGD,MISCELLANEOUS,3.0,916.76,204,301
GROCERY,DISHWASH DETERGENTS,3.0,2737.990000000004,567,873
GROCERY,FLOUR & MEALS,3.0,994.5600000000009,436,584
DRUG GM,ANTACIDS,3.0,1255.7900000000004,159,222
DRUG GM,NEWSPAPER,3.0,886.4000000000002,272,705
KIOSK-GAS,FUEL,3.0,3420.6000000000004,96,210
DRUG GM,SPRING/SUMMER SEASONAL,3.0,852.9500000000003,176,213
NUTRITION,BABYFOOD,3.0,68.78999999999999,7,17
NUTRITION,ORGANICS FRUIT & VEGETABLES,3.0,13.48,5,5
DRUG GM,HOSIERY/SOCKS,3.0,641.2,100,134
DRUG GM,ADULT INCONTINENCE,3.0,600.6600000000001,37,65
CHEF SHOPPE,UNKNOWN,3.0,13.260000000000002,4,4
DRUG GM,TICKETS,3.0,1552.4999999999995,81,102
DRUG GM,CONTINUITIES,3.0,49.89,13,13
GROCERY,FROZEN CHICKEN,3.0,186.76,17,18
SEAFOOD,MEAT SUPPLIES,3.0,4.58,2,2
DRUG GM,LONG DISTANCE CALLING CARDS,3.0,85.2,8,9
DRUG GM,HOME FURNISHINGS,3.0,53.67,5,5
DRUG GM,FALL AND WINTER SEASONAL,3.0,582.8500000000003,64,68
GROCERY,SEAFOOD - SHELF STABLE,5.0,3582.5599999999986,637,1148
PRODUCE,ONIONS,5.0,2877.5800000000004,1030,2294
GROCERY,CONDIMENTS/SAUCES,5.0,7256.270000000015,1223,2757
GROCERY,MISC. DAIRY,5.0,3323.9900000000102,557,1025
FROZEN GROCERY,MISCELLANEOUS CROUTONS,5.0,6.39,1,1
PRODUCE,SALAD MIX,5.0,6947.059999999985,990,2465
GROCERY,SOFT DRINKS,5.0,48128.640000000436,1756,9978
NUTRITION,SNKS/CKYS/CRKR/CNDY,5.0,578.3200000000002,90,148
SALAD BAR,SALAD BAR,5.0,4556.789999999999,429,1266
GROCERY,MILK BY-PRODUCTS,5.0,5970.220000000029,1137,2786
PRODUCE,BERRIES,5.0,7072.299999999978,822,1953
MEAT-PCKGD,HOT DOGS,5.0,5578.929999999998,875,1850
MEAT,PORK,5.0,12848.98999999999,823,1772
MISC. TRANS.,NO COMMODITY DESCRIPTION,5.0,1098.8100000000002,147,225
GROCERY,BAKED SWEET GOODS,5.0,7996.529999999998,966,2704
GROCERY,PNT BTR/JELLY/JAMS,5.0,4388.930000000006,795,1403
DRUG GM,FEMININE HYGIENE,5.0,2759.1100000000015,399,591
DELI,SALADS/DIPS,5.0,3997.710000000005,521,944
MEAT,LAMB,5.0,296.39,16,33
GROCERY,DRY MIX DESSERTS,5.0,1701.699999999997,459,732
DRUG GM,SHAVING CARE PRODUCTS,5.0,3287.7400000000025,352,485
GARDEN CENTER,GARDEN CENTER,5.0,3169.94,156,219
DRUG GM,BOOKSTORE,5.0,1772.2100000000003,146,190
GROCERY,FRZN ICE,5.0,1078.5000000000005,244,393
NUTRITION,REFRIGERATED,5.0,3720.810000000004,269,779
DRUG GM,BABY FOODS,5.0,3889.7500000000114,181,628
PRODUCE,CARROTS,5.0,2132.260000000005,628,1161
SPIRITS,LIQUOR,5.0,3151.9000000000015,151,267
GARDEN CENTER,UNKNOWN,5.0,245.86,44,50
FLORAL,FLORAL-FLOWERING PLANTS,5.0,1151.3700000000003,87,107
FLORAL,FLORAL BALLOONS,5.0,406.79999999999995,56,70
GROCERY,LIQUOR,5.0,308.73,50,72
DRUG GM,INSECTICIDES,5.0,596.7600000000001,112,128
DRUG GM,SEWING,5.0,55.650000000000006,18,22
PRODUCE,STONE FRUIT,5.0,628.86,209,278
GROCERY,FRZN SEAFOOD,5.0,35.92,6,7
NUTRITION,DRY TEA/COFFEE/COCO MIX,5.0,56.260000000000005,12,14
DRUG GM,HALLOWEEN,5.0,30.43,6,6
COSMETICS,COUPON/MISC ITEMS,5.0,16.93,6,6
GROCERY,BOTTLE DEPOSITS,5.0,3.4,1,3
GROCERY,FLUID MILK PRODUCTS,4.0,28819.329999999954,1807,9619
GROCERY,CANNED JUICES,4.0,11269.589999999938,1058,3048
GROCERY,COLD CEREAL,4.0,15227.939999999873,1190,3393
NUTRITION,PREPARED/PKGD FOODS,4.0,544.1,63,119
GROCERY,SHORTENING/OIL,4.0,3972.0300000000016,754,1188
GROCERY,BAKED BREAD/BUNS/ROLLS,4.0,19475.30999999976,1729,8071
GROCERY,VEGETABLES - SHELF STABLE,4.0,8874.669999999975,1218,3393
DRUG GM,MAGAZINE,4.0,5023.05000000001,463,1067
GROCERY,YOGURT,4.0,8720.469999999925,910,2667
GROCERY,BUTTER,4.0,2205.7200000000016,348,631
PRODUCE,VEGETABLES - ALL OTHERS,4.0,4890.020000000012,985,2410
PRODUCE,VALUE ADDED FRUIT,4.0,2579.749999999999,354,659
DRUG GM,DIETARY AID PRODUCTS,4.0,2725.8300000000027,145,284
GROCERY,COCOA MIXES,4.0,1465.9499999999996,397,561
DRUG GM,KITCHEN GADGETS,4.0,980.8700000000006,228,269
PASTRY,BREAKFAST SWEETS,4.0,2538.7900000000027,514,1054
GROCERY,WAREHOUSE SNACKS,4.0,1948.3700000000024,480,778
GROCERY,CANNED MILK,4.0,430.1700000000001,159,221
DELI,SANDWICHES,4.0,490.19,68,116
DRUG GM,ORAL HYGIENE PRODUCTS,4.0,5102.1500000000115,629,1053
MEAT-PCKGD,HEAT/SERVE,4.0,4338.070000000006,416,788
PRODUCE,PEPPERS-ALL,4.0,2381.430000000009,620,1197
PRODUCE,POTATOES,4.0,6550.130000000005,956,2136
GROCERY,DOMESTIC WINE,4.0,8370.049999999981,255,659
MEAT-PCKGD,DINNER SAUSAGE,4.0,5249.680000000006,704,1212
DRUG GM,EASTER,4.0,611.7200000000005,139,194
DRUG GM,ANALGESICS,4.0,3730.380000000004,453,649
PRODUCE,SQUASH,4.0,394.77,141,254
GROCERY,OLIVES,4.0,926.0600000000002,246,379
GROCERY,DRY SAUCES/GRAVY,4.0,1868.6999999999994,552,955
DRUG GM,PLASTIC HOUSEWARES,4.0,1315.9900000000002,221,274
DRUG GM,FILM AND CAMERA PRODUCTS,4.0,928.6200000000001,123,134
GROCERY,PICKLE/RELISH/PKLD VEG,4.0,2247.4100000000026,515,834
DELI,DELI SUPPLIES,4.0,99.77,24,27
DRUG GM,DOMESTIC GOODS,4.0,937.0300000000002,100,112
NUTRITION,RICE CAKES,4.0,449.6899999999998,101,153
PASTRY,DELI SUPPLIES,4.0,131.15,49,53
NUTRITION,BEVERAGE,4.0,220.98,30,63
DELI,SERVICE BEVERAGE,4.0,34.29,22,26
COSMETICS,COSMETIC ACCESSORIES,4.0,144.35000000000002,27,28
NUTRITION,CONDIMENTS,4.0,263.07,47,61
RESTAURANT,COFFEE SHOP,4.0,75.38,12,17
DRUG GM,SMOKING CESSATIONS,4.0,205.57999999999998,4,6
DRUG GM,NATURAL HBC,4.0,45.81,6,6
COSMETICS,FRAGRANCES,4.0,409.34,14,14
MEAT,MEAT SUPPLIES,6.0,9.969999999999999,2,3
AUTOMOTIVE,COUPON,1.0,44.42,6,6
DRUG GM,CHRISTMAS  SEASONAL,1.0,2.68,4,4
GROCERY,RESTRICTED DIET,1.0,6.28,2,2
GROCERY,BIRD SEED,1.0,20.83,6,6
DRUG GM,PERSONAL CARE APPLIANCES,1.0,156.1,10,10
HOUSEWARES,UNKNOWN,1.0,2.99,1,1
MEAT,RW FRESH PROCESSED MEAT,1.0,3.2,1,1
PRODUCE,PROD SUPPLIES,1.0,0.99,1,1
PHOTO,REFRGRATD DOUGH PRODUCTS,5.0,6.0,3,3
RX,PHARMACY,5.0,5.89,1,1
GROCERY,SOFT DRINKS,7.0,39068.860000000415,1701,9354
PRODUCE,STONE FRUIT,7.0,982.6100000000002,225,340
PRODUCE,BERRIES,7.0,3102.770000000005,344,718
PRODUCE,SALAD MIX,7.0,5437.800000000009,782,1925
MEAT,PORK,7.0,11642.48999999999,785,1594
SALAD BAR,SALAD BAR,7.0,4324.55,433,1203
PRODUCE,ONIONS,7.0,3400.1500000000024,999,2197
GROCERY,MISC. DAIRY,7.0,3126.100000000002,543,983
NUTRITION,REFRIGERATED,7.0,3826.2700000000027,254,755
DELI,SALADS/DIPS,7.0,3284.5600000000027,457,809
GROCERY,CONDIMENTS/SAUCES,7.0,5580.560000000024,1124,2254
GROCERY,PNT BTR/JELLY/JAMS,7.0,4690.660000000007,830,1483
GROCERY,MILK BY-PRODUCTS,7.0,5616.9900000000225,1101,2712
GROCERY,BAKED SWEET GOODS,7.0,7616.870000000004,926,2536
DRUG GM,SHAVING CARE PRODUCTS,7.0,3401.850000000003,325,468
PRODUCE,CARROTS,7.0,2309.0000000000045,649,1137
GROCERY,DRY MIX DESSERTS,7.0,1619.4499999999996,531,801
GROCERY,SEAFOOD - SHELF STABLE,7.0,2913.4499999999985,563,925
SPIRITS,LIQUOR,7.0,3081.6000000000017,133,291
DRUG GM,BABY FOODS,7.0,3278.689999999993,193,589
MEAT-PCKGD,HOT DOGS,7.0,3886.34,672,1232
DRUG GM,HALLOWEEN,7.0,1777.5900000000024,206,271
NUTRITION,SNKS/CKYS/CRKR/CNDY,7.0,603.9,87,135
GROCERY,LIQUOR,7.0,308.99,52,64
GARDEN CENTER,GARDEN CENTER,7.0,984.6800000000001,45,54
DRUG GM,FEMININE HYGIENE,7.0,2962.520000000001,399,611
DRUG GM,BOOKSTORE,7.0,2548.7300000000014,163,222
FLORAL,FLORAL-FLOWERING PLANTS,7.0,644.7700000000002,64,69
GROCERY,FRZN ICE,7.0,544.2400000000001,137,211
MISC. TRANS.,NO COMMODITY DESCRIPTION,7.0,1330.6800000000005,277,410
DRUG GM,INSECTICIDES,7.0,325.1400000000001,52,61
FLORAL,FLORAL BALLOONS,7.0,189.94000000000003,36,39
MEAT,LAMB,7.0,260.65999999999997,20,38
COSMETICS,COUPON/MISC ITEMS,7.0,119.95,5,6
GROCERY,BOTTLE DEPOSITS,7.0,33.99999999999999,6,13
NUTRITION,DRY TEA/COFFEE/COCO MIX,7.0,100.32000000000002,18,24
GROCERY,FRZN SEAFOOD,7.0,37.410000000000004,8,8
DRUG GM,SEWING,7.0,45.629999999999995,24,24
PRODUCE,DRIED FRUIT,7.0,36.849999999999994,17,18
PHOTO,REFRGRATD DOUGH PRODUCTS,7.0,6.970000000000001,3,3
NUTRITION,NDAIRY/TEAS/JUICE/SOD,7.0,9.4,1,1
SEAFOOD,SEAFOOD - MISC,7.0,1.0,1,1
RX,PHARMACY,7.0,32.870000000000005,3,3
SALAD BAR,PROD SUPPLIES,4.0,1.76,2,2
PRODUCE,PROD SUPPLIES,6.0,1.99,2,2
MEAT,MEAT - MISC,3.0,1.48,1,1
PRODUCE,DRIED FRUIT,5.0,1.69,1,1
GROCERY,SEAFOOD - SHELF STABLE,8.0,3191.500000000002,591,1038
DELI,SALADS/DIPS,8.0,2632.7100000000028,426,684
DRUG GM,BABY FOODS,8.0,2745.6399999999985,178,480
PRODUCE,CARROTS,8.0,2065.5000000000045,633,1104
GROCERY,SOFT DRINKS,8.0,38217.09000000038,1727,8204
MEAT,PORK,8.0,10640.689999999995,774,1483
PRODUCE,ONIONS,8.0,3487.3200000000043,936,1947
GROCERY,MISC. DAIRY,8.0,3107.590000000001,546,957
GROCERY,PNT BTR/JELLY/JAMS,8.0,4252.690000000008,814,1375
GROCERY,BAKED SWEET GOODS,8.0,6945.17,925,2325
NUTRITION,REFRIGERATED,8.0,3598.900000000006,244,698
GROCERY,DRY MIX DESSERTS,8.0,1392.9499999999985,429,648
PRODUCE,SALAD MIX,8.0,5640.000000000001,771,1831
GROCERY,MILK BY-PRODUCTS,8.0,5240.5200000000095,1063,2470
GROCERY,CONDIMENTS/SAUCES,8.0,5333.660000000016,1080,2089
MEAT-PCKGD,HOT DOGS,8.0,3367.1000000000017,629,1076
MEAT,LAMB,8.0,136.94,15,20
SALAD BAR,SALAD BAR,8.0,3898.3199999999997,374,971
DRUG GM,SHAVING CARE PRODUCTS,8.0,2830.260000000003,298,379
PRODUCE,STONE FRUIT,8.0,491.59000000000003,134,170
DRUG GM,FEMININE HYGIENE,8.0,2601.720000000002,372,521
FLORAL,FLORAL BALLOONS,8.0,252.95,52,56
MISC. TRANS.,NO COMMODITY DESCRIPTION,8.0,1671.6700000000005,229,312
SPIRITS,LIQUOR,8.0,2728.4300000000017,125,246
PRODUCE,BERRIES,8.0,3346.1800000000053,389,749
NUTRITION,SNKS/CKYS/CRKR/CNDY,8.0,456.36,76,123
DRUG GM,BOOKSTORE,8.0,2050.180000000001,156,213
NUTRITION,DRY TEA/COFFEE/COCO MIX,8.0,159.01,23,31
GROCERY,FRZN ICE,8.0,316.53,120,168
PHOTO,REFRGRATD DOUGH PRODUCTS,8.0,4.73,2,2
COSMETICS,COUPON/MISC ITEMS,8.0,30.96,6,6
DRUG GM,INSECTICIDES,8.0,150.0,27,33
SEAFOOD,SEAFOOD - MISC,8.0,15.43,3,3
FLORAL,FLORAL-FLOWERING PLANTS,8.0,546.9700000000001,56,62
GROCERY,LIQUOR,8.0,279.16999999999996,58,69
DRUG GM,SEWING,8.0,34.81,17,17
GROCERY,FRZN SEAFOOD,8.0,91.28000000000002,19,21
GROCERY,BOTTLE DEPOSITS,8.0,6.9,4,8
